name,latitude,longitude
Unnamed Beach,19.740894,72.6934098
Aravali beach,15.7753946,73.6586322
Mochemad Beach,15.7986206,73.6522888
Unnamed Beach,21.2573092,69.954515
Amanakkanvilai Beach,8.1226557,77.5623353
Vattakkottai Fort Beach,8.12462,77.5648834
Vattakottai Beach,8.1269151,77.5671133
Unnamed Beach,8.1289765,77.5695391
Unnamed Beach,8.1123062,77.3812012
Unnamed Beach,8.0895924,77.4784683
Sanguthurai Beach,8.1006722,77.4312151
Unnamed Beach,8.084929,77.5051449
Unnamed Beach,8.0883897,77.4845615
Unnamed Beach,8.1244208,77.3422137
Unnamed Beach,8.1190007,77.3622395
Unnamed Beach,8.1657107,77.2697111
Unnamed Beach,8.1542644,77.2890068
Unnamed Beach,8.1288538,77.3072619
Unnamed Beach,8.1271591,77.3100205
Unnamed Beach,8.1239285,77.3144334
Unnamed Beach,8.1236486,77.3191358
Unnamed Beach,8.1237266,77.3249879
Kombuthurai Beach,8.5866269,78.1375672
Kayalpattinam Beach,8.5655425,78.1333666
Veerapandiyan Pattanam Beach,8.5291323,78.1262576
Thoomaiyarpuram Beach,8.1903035,77.761441
Unnamed Beach,8.2014068,77.7734211
Unnamed Beach,8.2141922,77.783067
Unnamed Beach,8.2205747,77.7837436
Bhairavar Temple Beach,8.5036072,78.1263159
Unnamed Beach,8.1781856,77.2383378
Unnamed Beach,8.1850724,77.2311924
Unnamed Beach,8.1819967,77.2346793
Unnamed Beach,8.1763417,77.2415187
Unnamed Beach,8.1739696,77.2462812
Unnamed Beach,8.1881361,77.229327
Unnamed Beach,8.2892095,77.1017891
Unnamed Beach,8.3258342,77.0542009
"പൊഴിയൂർ കടൽത്തീരം, പൂവാർ",8.3001133,77.0872208
Ganpatipule Beach,17.1468627,73.2653362
Unnamed Beach,17.1582851,73.2634455
Unnamed Beach,21.6350854,69.5885784
Carter Road Beach,19.0691298,72.8225029
Unnamed Beach,8.275083,73.0212628
Somnath Beach,20.885172,70.4047733
Unnamed Beach,27.6210547,91.8088831
Rushikonda Beach,17.7817655,83.3856645
Unnamed Beach,27.6905727,92.2999035
Unnamed Beach,27.6898281,92.2995192
Unnamed Beach,11.9045406,79.8302021
Cuddalore Old Town Beach,11.7120457,79.7809529
Sunset View Beach,11.7014686,79.7791857
Talanguda Beach,11.7707642,79.7942633
Unnamed Beach,11.7758378,79.7948108
Unnamed Beach,20.4151039,72.8298648
Paradip Beach,20.2543511,86.6657613
Unnamed Beach,19.2762029,84.9344892
St.Andrews Beach,8.5584365,76.8463316
Juhu Beach,19.1221398,72.8190771
Unnamed Beach,10.5617979,72.6323694
Unnamed Beach,10.5688649,72.6360833
Thottappally Beach,9.3159714,76.3797914
Kanwathirtha beach,12.7430362,74.8705307
Vengurla Beach,15.837261,73.6289951
Kondura Beach,15.8896133,73.5991408
Ubhdanda Beach,15.8762089,73.6058087
Kalavi Beach,15.9076106,73.5886306
Khavane Beach,15.9189033,73.566379
MITH MUMBAREEY BEACH,16.3526944,73.3881193
KOHL BEACH,16.3624364,73.377093
TARUMUMBARI BEACH,16.3606936,73.3816308
Devgarh Beach,16.3735532,73.3713609
PHANSE BEACH,16.4357094,73.3580035
PADAVANE BEACH,16.4125071,73.3652508
SURUCHI BEACH,16.4759269,73.3410331
JAITAPUR AND KUVESHI BEACH,16.6144464,73.3512148
BCH NEAR AMBOLGAD,16.6378006,73.3357814
VAITHAY BEACH,16.6884737,73.3289123
GAVKHADI BEACH,16.8003197,73.316743
Unnamed Beach,16.8239953,73.2969792
Unnamed Beach,17.8843432,73.0731315
be,16.0276567,73.4854575
Tarkarli beach,16.0147289,73.489187
Marari Beach,9.6035321,76.2979467
Zanzavat Beach,16.573033,73.3449653
Belambar beach,14.6284108,74.2820727
Parappanangadi Beach,11.0555698,75.8481221
Saamiyaar Pettai Beach,11.5499597,79.7598825
Shankarpur,21.6355142,87.5643584
Tajpur,21.6511204,87.6249895
Yekuvuru Beach,18.8562665,84.5833272
Malpe Beach,13.3618276,74.6978876
Unnamed Beach,17.7316202,83.3438717
Unnamed Beach,18.3151358,84.113948
Lalaji Beach,12.3993629,92.9430713
Lakshmanpur Beach 1,11.8479537,93.0136281
Bharatpur Beach,11.8378667,93.0326742
Unnamed Beach,12.8106034,80.2481923
Unnamed Beach,12.0286442,79.8677155
Hoode Beach,13.4075438,74.6970509
Kuzhupilly Beach,10.109453,76.1872762
Munambam Beach,10.1760455,76.1656038
Puthuvype Beach,9.9986848,76.2183407
Unnamed Beach,16.2886527,81.3971834
Unnamed Beach,10.3737498,76.1004255
Unnamed Beach,10.2984234,76.1274597
Unnamed Beach,10.3020691,76.1261173
